id,syear,sex,alter,anz_pers,anz_kind,bildung,erwerb,branche,gesund_org,lebensz_org,einkommenj1,einkommenj2,einkommenm1,einkommenm2
16386,2018,[1] weiblich,56,2,0,13,[2] Teilzeitbeschäftigung,[47] Einzelhandel (ohne Handel mit Kraftfahrzeugen),[2] Gut,7,25142.057,0,1992.1544,0
16386,2019,[1] weiblich,57,2,0,13,[2] Teilzeitbeschäftigung,[47] Einzelhandel (ohne Handel mit Kraftfahrzeugen),[2] Gut,7,28676.648,0,2893.4058,0
30194,2015,[1] weiblich,57,2,0,14.5,[2] Teilzeitbeschäftigung,"[84] Oeffentliche Verwaltung, Verteidigung; Sozialversicherung",[3] Zufriedenstellend,5,22745.086,0,2772.9873,0
30194,2016,[1] weiblich,58,2,0,14.5,[2] Teilzeitbeschäftigung,"[84] Oeffentliche Verwaltung, Verteidigung; Sozialversicherung",[4] Weniger gut,5,21493.523,0,2424.5278,0
30194,2017,[1] weiblich,59,2,0,14.5,[2] Teilzeitbeschäftigung,"[84] Oeffentliche Verwaltung, Verteidigung; Sozialversicherung",[4] Weniger gut,3,35108.164,0,2789.978,0
30194,2018,[1] weiblich,60,2,0,14.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,5,31714.463,0,0,0
30194,2019,[1] weiblich,61,2,0,14.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,6,0,0,0,0
29821,2015,[1] weiblich,33,3,0,13,[2] Teilzeitbeschäftigung,[85] Erziehung und Unterricht,[1] Sehr gut,7,9586.9688,0,722.34509,0
29821,2016,[1] weiblich,34,3,0,13,[2] Teilzeitbeschäftigung,[85] Erziehung und Unterricht,[1] Sehr gut,8,8201.501,0,567.5968,0
29821,2017,[1] weiblich,35,2,0,18,[1] Voll erwerbstätig,[85] Erziehung und Unterricht,[2] Gut,8,374.65015,0,974.26697,0
29821,2018,[1] weiblich,36,2,0,18,[1] Voll erwerbstätig,[85] Erziehung und Unterricht,[3] Zufriedenstellend,8,15130.207,0,1252.1785,0
29821,2019,[1] weiblich,37,2,0,18,[1] Voll erwerbstätig,[85] Erziehung und Unterricht,[1] Sehr gut,8,61918.426,0,5183.228,0
25609,2015,[1] weiblich,31,2,0,18,[1] Voll erwerbstätig,[20] Herstellung von chemischen Erzeugnissen,[2] Gut,7,51253.824,0,4076.7839,0
25609,2017,[1] weiblich,33,3,1,18,[5] Nicht erwerbstätig,,[2] Gut,8,2856.6035,0,0,0
25609,2018,[1] weiblich,34,3,1,18,[2] Teilzeitbeschäftigung,,[3] Zufriedenstellend,6,8584.1865,0,2038.7788,0
25609,2019,[1] weiblich,35,5,3,18,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,6,13052.242,0,0,0
25746,2015,[0] männlich,50,3,1,10.5,[1] Voll erwerbstätig,[25] Herstellung von Metallerzeugnissen,[3] Zufriedenstellend,8,54108.246,0,4176.2939,0
25746,2016,[0] männlich,51,3,1,10.5,[1] Voll erwerbstätig,[25] Herstellung von Metallerzeugnissen,[3] Zufriedenstellend,5,46684.371,0,3816.9817,0
25746,2017,[0] männlich,52,1,0,10.5,[1] Voll erwerbstätig,[25] Herstellung von Metallerzeugnissen,[2] Gut,6,53438.063,0,4216.5723,0
25746,2018,[0] männlich,53,1,0,10.5,[1] Voll erwerbstätig,[25] Herstellung von Metallerzeugnissen,[3] Zufriedenstellend,5,53572.262,0,4064.3496,0
25746,2019,[0] männlich,54,1,0,10.5,[1] Voll erwerbstätig,[29] Herstellung von Kraftwagen und Kraftwagenteilen,[3] Zufriedenstellend,6,50852.543,0,4198.3877,0
24454,2015,[1] weiblich,82,1,0,10.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,9,0,0,0,0
24454,2016,[1] weiblich,83,1,0,10.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,9,0,0,0,0
24454,2017,[1] weiblich,84,1,0,10.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,9,0,0,0,0
24454,2018,[1] weiblich,85,1,0,10.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,8,0,0,0,0
24454,2019,[1] weiblich,86,1,0,10.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,8,0,0,0,0
9750,2015,[1] weiblich,58,2,0,12,[1] Voll erwerbstätig,"[84] Oeffentliche Verwaltung, Verteidigung; Sozialversicherung",[4] Weniger gut,7,26271.439,0,3042.2891,222.18222
9750,2016,[1] weiblich,59,2,0,12,[1] Voll erwerbstätig,"[84] Oeffentliche Verwaltung, Verteidigung; Sozialversicherung",[4] Weniger gut,8,33817.031,0,3262.2073,0
9750,2017,[1] weiblich,60,2,0,12,[1] Voll erwerbstätig,"[84] Oeffentliche Verwaltung, Verteidigung; Sozialversicherung",[4] Weniger gut,7,43561.871,0,3132.8252,0
9750,2018,[1] weiblich,61,2,0,12,[1] Voll erwerbstätig,"[84] Oeffentliche Verwaltung, Verteidigung; Sozialversicherung",[4] Weniger gut,8,43517.199,0,2652.8433,0
9750,2019,[1] weiblich,62,2,0,12,[1] Voll erwerbstätig,"[84] Oeffentliche Verwaltung, Verteidigung; Sozialversicherung",[4] Weniger gut,7,42194.852,3633.5793,3678.0295,0
6146,2015,[1] weiblich,32,2,1,11,[1] Voll erwerbstätig,[88] Sozialwesen (ohne Heime),[2] Gut,7,31554.996,0,2332.0842,0
6146,2016,[1] weiblich,33,2,1,11,[1] Voll erwerbstätig,[88] Sozialwesen (ohne Heime),[1] Sehr gut,8,27589.84,0,2490.8506,0
6146,2017,[1] weiblich,34,2,1,11,[1] Voll erwerbstätig,[88] Sozialwesen (ohne Heime),[1] Sehr gut,7,32353.9,0,2753.9666,0
6146,2018,[1] weiblich,35,2,1,11,[2] Teilzeitbeschäftigung,[88] Sozialwesen (ohne Heime),[2] Gut,7,27215.229,0,3415.7246,0
6146,2019,[1] weiblich,36,2,1,11,[1] Voll erwerbstätig,[88] Sozialwesen (ohne Heime),[1] Sehr gut,8,38157.156,0,4030.8303,0
4178,2015,[1] weiblich,80,2,0,9,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,8,0,0,0,0
9863,2015,[1] weiblich,46,1,0,,[5] Nicht erwerbstätig,,[5] Schlecht,2,0,0,0,0
9863,2016,[1] weiblich,47,2,0,,[5] Nicht erwerbstätig,,[5] Schlecht,2,0,0,0,0
22719,2015,[0] männlich,52,3,0,12,[1] Voll erwerbstätig,"[84] Oeffentliche Verwaltung, Verteidigung; Sozialversicherung",[3] Zufriedenstellend,7,45650.602,0,3837.6506,0
22719,2016,[0] männlich,53,3,0,12,[1] Voll erwerbstätig,"[84] Oeffentliche Verwaltung, Verteidigung; Sozialversicherung",[3] Zufriedenstellend,7,45626.262,0,4147.0674,0
22719,2017,[0] männlich,54,3,0,12,[1] Voll erwerbstätig,"[84] Oeffentliche Verwaltung, Verteidigung; Sozialversicherung",[3] Zufriedenstellend,8,48089.91,0,4579.3496,0
22719,2018,[0] männlich,55,3,0,12,[1] Voll erwerbstätig,"[84] Oeffentliche Verwaltung, Verteidigung; Sozialversicherung",[3] Zufriedenstellend,7,51991.984,0,4360.3193,0
22719,2019,[0] männlich,56,3,0,12,[1] Voll erwerbstätig,"[84] Oeffentliche Verwaltung, Verteidigung; Sozialversicherung",[3] Zufriedenstellend,7,7116.5239,0,4314.4814,0
27367,2015,[0] männlich,50,4,2,10.5,[5] Nicht erwerbstätig,,[4] Weniger gut,3,0,0,0,0
27367,2016,[0] männlich,51,4,2,10.5,[5] Nicht erwerbstätig,,[5] Schlecht,3,0,0,0,0
27367,2017,[0] männlich,52,4,2,10.5,[5] Nicht erwerbstätig,,[5] Schlecht,2,0,0,0,0
27367,2018,[0] männlich,53,4,1,10.5,[5] Nicht erwerbstätig,,[4] Weniger gut,3,0,0,0,0
27367,2019,[0] männlich,54,4,1,10.5,[5] Nicht erwerbstätig,,[4] Weniger gut,3,0,0,0,0
14156,2015,[1] weiblich,73,1,0,11,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,5,0,0,0,0
10429,2015,[0] männlich,40,3,1,10.5,[1] Voll erwerbstätig,[47] Einzelhandel (ohne Handel mit Kraftfahrzeugen),[3] Zufriedenstellend,7,23270.076,0,2290.3914,0
10429,2016,[0] männlich,41,3,1,10.5,[1] Voll erwerbstätig,[47] Einzelhandel (ohne Handel mit Kraftfahrzeugen),[2] Gut,6,30911.58,0,2335.3276,0
10429,2017,[0] männlich,42,3,1,10.5,[1] Voll erwerbstätig,[80] Wach- und Sicherheitsdienste sowie Detekteien,[2] Gut,6,22983.998,0,2640.6851,0
358,2015,[0] männlich,51,2,0,11.5,[1] Voll erwerbstätig,"[43] Vorbereitende Baustellenarbeiten, Bauinstallation und sonstiges Ausbaugewerbe",[3] Zufriedenstellend,5,21944.037,0,2832.554,0
358,2016,[0] männlich,52,2,0,11.5,[1] Voll erwerbstätig,"[43] Vorbereitende Baustellenarbeiten, Bauinstallation und sonstiges Ausbaugewerbe",[3] Zufriedenstellend,3,33057.48,0,3281.6611,0
358,2017,[0] männlich,53,2,0,11.5,[1] Voll erwerbstätig,[33] Reparatur und Installation von Maschinen und Ausruestungen,[3] Zufriedenstellend,6,31944.6,0,2523.8936,0
358,2018,[0] männlich,54,3,1,11.5,[1] Voll erwerbstätig,[33] Reparatur und Installation von Maschinen und Ausruestungen,[2] Gut,6,35387.141,0,2838.3938,0
358,2019,[0] männlich,55,3,0,11.5,[1] Voll erwerbstätig,[28] Maschinenbau,[2] Gut,7,40013.078,0,3273.4336,0
3622,2015,[0] männlich,21,3,1,13,[5] Nicht erwerbstätig,,[2] Gut,8,0,0,0,0
3622,2016,[0] männlich,22,3,1,13,[5] Nicht erwerbstätig,,[2] Gut,8,0,0,0,0
3622,2017,[0] männlich,23,3,1,13,[5] Nicht erwerbstätig,,[1] Sehr gut,9,0,0,0,0
3622,2018,[0] männlich,24,3,0,13,[5] Nicht erwerbstätig,,[1] Sehr gut,9,0,0,0,0
19524,2015,[0] männlich,72,2,0,18,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,7,0,0,0,0
19524,2016,[0] männlich,73,2,0,18,[5] Nicht erwerbstätig,,[4] Weniger gut,8,0,0,0,0
19524,2017,[0] männlich,74,2,0,18,[5] Nicht erwerbstätig,,[4] Weniger gut,7,0,0,0,0
19524,2018,[0] männlich,75,2,0,18,[5] Nicht erwerbstätig,,[4] Weniger gut,7,0,0,0,0
19524,2019,[0] männlich,76,2,0,18,[5] Nicht erwerbstätig,,[4] Weniger gut,7,0,0,0,0
7564,2015,[0] männlich,39,1,0,18,[1] Voll erwerbstätig,"[59] Herstellung, Verleih und Vertrieb von Filmen und Fernsehprogrammen; Kinos; Tonstudios und Verlegen von Musik",[2] Gut,8,0,0,6333.7358,0
7564,2016,[0] männlich,40,1,0,18,[1] Voll erwerbstätig,"[59] Herstellung, Verleih und Vertrieb von Filmen und Fernsehprogrammen; Kinos; Tonstudios und Verlegen von Musik",[2] Gut,8,0,0,3143.3442,0
7564,2017,[0] männlich,41,2,0,18,[1] Voll erwerbstätig,"[59] Herstellung, Verleih und Vertrieb von Filmen und Fernsehprogrammen; Kinos; Tonstudios und Verlegen von Musik",[2] Gut,8,0,0,5163.5791,0
7564,2018,[0] männlich,42,1,0,18,[1] Voll erwerbstätig,"[59] Herstellung, Verleih und Vertrieb von Filmen und Fernsehprogrammen; Kinos; Tonstudios und Verlegen von Musik",[2] Gut,8,0,0,4408.353,0
7564,2019,[0] männlich,43,1,0,18,[1] Voll erwerbstätig,"[59] Herstellung, Verleih und Vertrieb von Filmen und Fernsehprogrammen; Kinos; Tonstudios und Verlegen von Musik",[2] Gut,7,0,0,4792.9497,0
672,2015,[0] männlich,75,2,0,13,[5] Nicht erwerbstätig,,[2] Gut,7,0,0,0,0
672,2016,[0] männlich,76,2,0,13,[5] Nicht erwerbstätig,,[2] Gut,7,0,0,0,0
672,2017,[0] männlich,77,2,0,13,[5] Nicht erwerbstätig,,[2] Gut,7,0,0,0,0
672,2019,[0] männlich,79,1,0,13,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,4,0,0,0,0
26504,2015,[1] weiblich,60,2,0,10.5,[1] Voll erwerbstätig,[27] Herstellung von elektrischen Ausruestungen,[3] Zufriedenstellend,8,41391.055,0,3450.1169,0
26504,2016,[1] weiblich,61,2,0,10.5,[1] Voll erwerbstätig,[27] Herstellung von elektrischen Ausruestungen,[3] Zufriedenstellend,8,47332.977,0,3823.8274,0
26504,2017,[1] weiblich,62,2,0,10.5,[1] Voll erwerbstätig,[27] Herstellung von elektrischen Ausruestungen,[2] Gut,8,48194.621,0,2947.8147,0
26504,2018,[1] weiblich,63,2,0,10.5,[1] Voll erwerbstätig,[27] Herstellung von elektrischen Ausruestungen,[3] Zufriedenstellend,8,47323.039,0,3647.3237,0
26504,2019,[1] weiblich,64,2,0,10.5,[1] Voll erwerbstätig,,[3] Zufriedenstellend,8,48949.898,0,3859.79,0
9490,2015,[0] männlich,79,2,0,18,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,9,0,0,0,0
9490,2016,[0] männlich,80,2,0,18,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,9,0,0,0,0
9490,2017,[0] männlich,81,2,0,18,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,8,0,0,0,0
9490,2018,[0] männlich,82,2,0,18,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,9,0,0,0,0
9490,2019,[0] männlich,83,2,0,18,[5] Nicht erwerbstätig,,[2] Gut,9,0,0,0,0
26794,2015,[1] weiblich,83,1,0,10,[5] Nicht erwerbstätig,,[5] Schlecht,5,0,0,0,0
26794,2016,[1] weiblich,84,1,0,10,[5] Nicht erwerbstätig,,[4] Weniger gut,7,0,0,0,0
26794,2017,[1] weiblich,85,1,0,10,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,8,0,0,0,0
26794,2018,[1] weiblich,86,1,0,10,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,[10] ganz und gar zufrieden,0,0,0,0
16831,2015,[1] weiblich,50,4,0,9,[5] Nicht erwerbstätig,,[5] Schlecht,4,0,0,0,0
16831,2016,[1] weiblich,51,3,0,9,[5] Nicht erwerbstätig,,[4] Weniger gut,4,0,0,0,0
5085,2015,[1] weiblich,66,1,0,10.5,[5] Nicht erwerbstätig,,[4] Weniger gut,5,0,0,0,0
5085,2016,[1] weiblich,67,1,0,10.5,[5] Nicht erwerbstätig,,[4] Weniger gut,6,0,0,0,0
5085,2017,[1] weiblich,68,1,0,10.5,[5] Nicht erwerbstätig,,[4] Weniger gut,8,0,0,0,0
5085,2018,[1] weiblich,69,1,0,10.5,[5] Nicht erwerbstätig,,[4] Weniger gut,8,0,0,0,0
5085,2019,[1] weiblich,70,1,0,10.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,8,0,0,0,0
23098,2015,[1] weiblich,34,7,5,10,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,6,0,0,0,0
23098,2016,[1] weiblich,35,7,5,10,[5] Nicht erwerbstätig,,[2] Gut,8,0,0,0,0
23098,2017,[1] weiblich,36,7,5,10,[5] Nicht erwerbstätig,,[2] Gut,6,0,0,0,0
23098,2018,[1] weiblich,37,7,5,10,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,6,0,0,0,0
23098,2019,[1] weiblich,38,7,5,10,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,5,0,0,0,0
1091,2015,[1] weiblich,57,3,1,15,[5] Nicht erwerbstätig,,[2] Gut,9,0,0,0,0
1091,2016,[1] weiblich,58,3,1,15,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,8,0,0,0,0
10306,2015,[1] weiblich,70,2,0,9,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,3,0,0,0,0
10306,2016,[1] weiblich,71,2,0,9,[5] Nicht erwerbstätig,,[4] Weniger gut,3,0,0,0,0
10306,2017,[1] weiblich,72,2,0,9,[5] Nicht erwerbstätig,,[4] Weniger gut,3,0,0,0,0
10306,2018,[1] weiblich,73,2,0,9,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,7,0,0,0,0
10306,2019,[1] weiblich,74,2,0,9,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,6,0,0,0,0
8334,2015,[0] männlich,75,2,0,9,[5] Nicht erwerbstätig,,[2] Gut,5,0,0,0,0
8334,2016,[0] männlich,76,2,0,9,[5] Nicht erwerbstätig,,[2] Gut,9,0,0,0,0
8334,2017,[0] männlich,77,2,0,9,[5] Nicht erwerbstätig,,[2] Gut,8,0,0,0,0
8334,2018,[0] männlich,78,2,0,9,[5] Nicht erwerbstätig,,[2] Gut,8,0,0,0,0
8334,2019,[0] männlich,79,2,0,9,[5] Nicht erwerbstätig,,[2] Gut,9,0,0,0,0
30240,2015,[0] männlich,90,2,0,10.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,9,0,0,0,0
30240,2016,[0] männlich,91,2,0,10.5,[5] Nicht erwerbstätig,,[5] Schlecht,8,0,0,0,0
30240,2017,[0] männlich,92,2,0,10.5,[5] Nicht erwerbstätig,,[5] Schlecht,[10] ganz und gar zufrieden,0,0,0,0
15057,2015,[1] weiblich,57,2,0,10.5,[2] Teilzeitbeschäftigung,[87] Heime (ohne Erholungs- und Ferienheime),[4] Weniger gut,4,26456.887,0,1779.3292,0
15057,2016,[1] weiblich,58,2,0,10.5,[5] Nicht erwerbstätig,,[4] Weniger gut,6,10088.603,0,0,0
15057,2017,[1] weiblich,59,2,0,10.5,[2] Teilzeitbeschäftigung,[87] Heime (ohne Erholungs- und Ferienheime),[4] Weniger gut,6,33171.75,0,921.49353,0
15057,2018,[1] weiblich,60,2,0,10.5,"[4] Unregelmässig, geringfügig erwerbstät.",[87] Heime (ohne Erholungs- und Ferienheime),[3] Zufriedenstellend,7,25278.127,4914.8379,178.00424,0
15057,2019,[1] weiblich,61,2,0,10.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,6,28738.326,0,0,0
16077,2015,[1] weiblich,78,1,0,10,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,8,0,0,0,0
16077,2016,[1] weiblich,79,1,0,10,[5] Nicht erwerbstätig,,[4] Weniger gut,3,0,0,0,0
16077,2017,[1] weiblich,80,1,0,10,[5] Nicht erwerbstätig,,[5] Schlecht,3,0,0,0,0
23675,2015,[1] weiblich,72,2,0,10.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,8,0,0,0,0
23675,2016,[1] weiblich,73,2,0,10.5,[5] Nicht erwerbstätig,,[2] Gut,9,0,0,0,0
23675,2017,[1] weiblich,74,2,0,10.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,9,0,0,0,0
23675,2018,[1] weiblich,75,2,0,10.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,9,0,0,0,0
23675,2019,[1] weiblich,76,2,0,10.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,9,0,0,0,0
26511,2015,[0] männlich,75,2,0,10.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,8,0,0,0,0
26511,2016,[0] männlich,76,2,0,10.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,9,0,0,0,0
26511,2017,[0] männlich,77,2,0,10.5,[5] Nicht erwerbstätig,,[2] Gut,9,0,0,0,0
26511,2018,[0] männlich,78,2,0,10.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,9,0,0,0,0
26511,2019,[0] männlich,79,2,0,10.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,9,0,0,0,0
30961,2015,[1] weiblich,77,1,0,10.5,[5] Nicht erwerbstätig,,[2] Gut,8,0,0,0,0
30961,2016,[1] weiblich,78,1,0,10.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,8,0,0,0,0
30961,2017,[1] weiblich,79,1,0,10.5,[5] Nicht erwerbstätig,,[2] Gut,8,0,0,0,0
30961,2018,[1] weiblich,80,1,0,10.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,8,0,0,0,0
30961,2019,[1] weiblich,81,1,0,10.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,8,0,0,0,0
9728,2015,[0] männlich,35,3,1,9,[1] Voll erwerbstätig,[80] Wach- und Sicherheitsdienste sowie Detekteien,[2] Gut,8,34416.203,0,3342.9722,0
9728,2016,[0] männlich,36,3,1,9,[1] Voll erwerbstätig,[80] Wach- und Sicherheitsdienste sowie Detekteien,[2] Gut,8,59243.531,0,5032.8657,0
9728,2018,[0] männlich,38,3,1,9,[1] Voll erwerbstätig,,[2] Gut,8,45906.523,0,3644.3423,0
9728,2019,[0] männlich,39,3,1,9,[1] Voll erwerbstätig,[80] Wach- und Sicherheitsdienste sowie Detekteien,[2] Gut,8,57577.684,0,5000.1714,0
17282,2015,[0] männlich,56,3,0,15,[1] Voll erwerbstätig,[24] Metallerzeugung und -bearbeitung,[2] Gut,8,238066.67,0,19869.217,0
13959,2015,[1] weiblich,73,2,0,9,[5] Nicht erwerbstätig,,[2] Gut,8,0,0,0,0
13959,2016,[1] weiblich,74,2,0,9,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,8,0,0,0,0
13959,2017,[1] weiblich,75,2,0,9,[5] Nicht erwerbstätig,,[2] Gut,8,0,0,0,0
13959,2018,[1] weiblich,76,2,0,9,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,8,0,0,0,0
13959,2019,[1] weiblich,77,2,0,9,[5] Nicht erwerbstätig,,[2] Gut,8,0,0,0,0
8427,2015,[1] weiblich,67,2,0,11,[5] Nicht erwerbstätig,,[2] Gut,[10] ganz und gar zufrieden,0,0,0,0
8427,2016,[1] weiblich,68,2,0,11,[5] Nicht erwerbstätig,,[1] Sehr gut,[10] ganz und gar zufrieden,0,0,0,0
8427,2017,[1] weiblich,69,2,0,11,[5] Nicht erwerbstätig,,[2] Gut,9,0,0,0,0
8427,2018,[1] weiblich,70,2,0,11,[5] Nicht erwerbstätig,,[2] Gut,9,0,0,0,0
8427,2019,[1] weiblich,71,2,0,11,[5] Nicht erwerbstätig,,[2] Gut,[10] ganz und gar zufrieden,0,0,0,0
25151,2015,[0] männlich,42,2,0,11.5,[1] Voll erwerbstätig,"[84] Oeffentliche Verwaltung, Verteidigung; Sozialversicherung",[4] Weniger gut,5,34668.566,0,3192.9758,0
25151,2016,[0] männlich,43,2,0,11.5,[1] Voll erwerbstätig,"[84] Oeffentliche Verwaltung, Verteidigung; Sozialversicherung",[3] Zufriedenstellend,8,19715.596,0,2320.9475,0
25151,2017,[0] männlich,44,1,0,11.5,[1] Voll erwerbstätig,"[84] Oeffentliche Verwaltung, Verteidigung; Sozialversicherung",[5] Schlecht,5,31187.375,0,2615.4695,0
25151,2018,[0] männlich,45,1,0,11.5,[1] Voll erwerbstätig,"[84] Oeffentliche Verwaltung, Verteidigung; Sozialversicherung",[4] Weniger gut,8,33256.879,0,2930.8315,0
25151,2019,[0] männlich,46,1,0,11.5,[1] Voll erwerbstätig,"[84] Oeffentliche Verwaltung, Verteidigung; Sozialversicherung",[4] Weniger gut,4,34496.855,0,2775.9375,0
6912,2015,[1] weiblich,36,4,0,18,[1] Voll erwerbstätig,[35] Energieversorgung,[1] Sehr gut,8,53200.07,0,4850.0879,0
6912,2016,[1] weiblich,37,4,0,18,[1] Voll erwerbstätig,[31] Herstellung von Moebeln,[2] Gut,8,53590.887,0,5490.8096,0
6912,2017,[1] weiblich,38,4,0,18,[1] Voll erwerbstätig,[31] Herstellung von Moebeln,[3] Zufriedenstellend,8,54228.883,0,6132.9258,0
6912,2018,[1] weiblich,39,4,0,18,[1] Voll erwerbstätig,[31] Herstellung von Moebeln,[2] Gut,8,70552.578,0,6346.8569,0
6912,2019,[1] weiblich,40,4,0,18,[1] Voll erwerbstätig,[52] Lagerei sowie Erbringung von sonstigen Dienstleistungen fuer den Verkehr,[2] Gut,8,61122.465,0,4967.0288,0
192,2015,[0] männlich,71,2,0,18,[5] Nicht erwerbstätig,,[1] Sehr gut,9,0,0,0,0
192,2016,[0] männlich,72,2,0,18,[5] Nicht erwerbstätig,,[1] Sehr gut,9,0,0,0,0
192,2017,[0] männlich,73,2,0,18,[5] Nicht erwerbstätig,,[2] Gut,9,0,0,0,0
192,2018,[0] männlich,74,2,0,18,[5] Nicht erwerbstätig,,[2] Gut,9,0,0,0,0
192,2019,[0] männlich,75,2,0,18,[5] Nicht erwerbstätig,,[1] Sehr gut,9,0,0,0,0
12865,2015,[0] männlich,50,1,0,11.5,[5] Nicht erwerbstätig,,[5] Schlecht,1,0,0,0,0
12865,2016,[0] männlich,51,1,0,11.5,[5] Nicht erwerbstätig,,[5] Schlecht,4,0,0,0,0
12865,2017,[0] männlich,52,1,0,11.5,[5] Nicht erwerbstätig,,[4] Weniger gut,5,0,0,0,0
12865,2018,[0] männlich,53,1,0,11.5,[5] Nicht erwerbstätig,,[5] Schlecht,1,0,0,0,0
12865,2019,[0] männlich,54,1,0,11.5,[5] Nicht erwerbstätig,,[5] Schlecht,1,0,0,0,0
14440,2017,[0] männlich,17,3,1,,[5] Nicht erwerbstätig,,[2] Gut,,0,0,0,0
14440,2018,[0] männlich,18,3,0,10,"[4] Unregelmässig, geringfügig erwerbstät.",[56] Gastronomie,[2] Gut,8,0,1199.36,53.88678,0
14440,2019,[0] männlich,19,3,0,10,"[4] Unregelmässig, geringfügig erwerbstät.",[56] Gastronomie,[2] Gut,7,2663.1938,1415.6575,109.89912,0
26588,2015,[1] weiblich,36,4,2,18,[2] Teilzeitbeschäftigung,[86] Gesundheitswesen,[1] Sehr gut,[10] ganz und gar zufrieden,8875.626,0,542.26721,0
26588,2016,[1] weiblich,37,3,2,18,[2] Teilzeitbeschäftigung,[86] Gesundheitswesen,[1] Sehr gut,8,6231.1523,0,619.01062,0
26588,2017,[1] weiblich,38,3,2,18,[2] Teilzeitbeschäftigung,[86] Gesundheitswesen,[1] Sehr gut,9,15111.176,0,1223.8815,0
26588,2018,[1] weiblich,39,3,2,18,[2] Teilzeitbeschäftigung,[86] Gesundheitswesen,[2] Gut,8,8723.6621,0,1109.1382,0
26588,2019,[1] weiblich,40,3,2,18,[2] Teilzeitbeschäftigung,[87] Heime (ohne Erholungs- und Ferienheime),[1] Sehr gut,9,20512.957,0,2194.416,0
9600,2015,[1] weiblich,53,1,0,15,[1] Voll erwerbstätig,[64] Erbringung von Finanzdienstleistungen,[3] Zufriedenstellend,8,25661.4,0,2253.9309,0
9600,2016,[1] weiblich,54,1,0,15,[1] Voll erwerbstätig,[64] Erbringung von Finanzdienstleistungen,[3] Zufriedenstellend,7,32598.479,0,3272.3738,0
9600,2017,[1] weiblich,55,1,0,15,[1] Voll erwerbstätig,[64] Erbringung von Finanzdienstleistungen,[3] Zufriedenstellend,7,21769.639,0,2624.2126,0
9600,2018,[1] weiblich,56,1,0,15,[1] Voll erwerbstätig,[64] Erbringung von Finanzdienstleistungen,[3] Zufriedenstellend,8,31055.395,0,3044.094,0
9600,2019,[1] weiblich,57,1,0,15,[1] Voll erwerbstätig,[64] Erbringung von Finanzdienstleistungen,[2] Gut,8,41607.059,0,2214.2163,0
2828,2015,[1] weiblich,76,2,0,11.5,[5] Nicht erwerbstätig,,[4] Weniger gut,6,0,0,0,0
2828,2016,[1] weiblich,77,2,0,11.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,7,0,0,0,0
2828,2017,[1] weiblich,78,2,0,11.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,6,0,0,0,0
2828,2018,[1] weiblich,79,2,0,11.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,7,0,0,0,0
2828,2019,[1] weiblich,80,2,0,11.5,[5] Nicht erwerbstätig,,[4] Weniger gut,8,0,0,0,0
