id,year,firstyear_spell,event,event2,deceased,time,lastyear_spell,listing,uri,rank,worth,country,selfmade,sector,age,age_imputed,worth_def,female,gensource,first_2010,continent
162,2022,2022,1,1,0,2,2023,1,anand-deshpande,2190,1300,India,1,2. New Sector,60,NA,1235,0,Self-made male,0,Asia
163,2010,2010,1,1,0,1,2010,1,anand-jain,828,1200,India,1,6. Diversified / Other,53,NA,864,0,Self-made male,1,Asia
164,2015,2015,1,1,0,9,2023,1,anand-mahindra,1533,1200,India,0,6. Diversified / Other,60,NA,936,0,Inherited male,0,Asia
165,2022,2022,1,1,0,2,2023,1,anand-surana,1579,1900,India,0,2. New Sector,51,NA,1805,0,Inherited male,0,Asia
166,2010,2010,1,1,0,14,2023,1,ananda-krishnan,89,7600,Malaysia,1,2. New Sector,72,NA,5472,0,Self-made male,1,Asia
167,2019,2019,1,1,0,1,2019,1,anant-asavabhokin,1941,1100,Thailand,1,4. Financial,69,NA,924,0,Self-made male,0,Asia
167,2021,2021,1,1,0,3,2023,2,anant-asavabhokin,2378,1200,Thailand,1,4. Financial,71,NA,1056,0,Self-made male,0,Asia
168,2012,2012,1,1,0,3,2014,1,anas-sefrioui,804,1600,Morocco,1,4. Financial,55,NA,1216,0,Self-made male,0,Africa
168,2017,2017,1,1,0,1,2017,2,anas-sefrioui,1795,1100,Morocco,1,4. Financial,60,NA,891,0,Self-made male,0,Africa
169,2019,2019,1,1,0,1,2019,1,anastasia-soare,2057,1000,United States,1,3. Nontradable,62,NA,840,1,Self-made female,0,North America
170,2010,2010,1,1,0,14,2023,1,anatoly-lomakin,773,1300,Russia,1,1. Resource-related,58,NA,936,0,Self-made male,1,Asia
171,2010,2010,1,1,0,5,2014,1,anatoly-sedykh,880,1100,Russia,1,1. Resource-related,46,NA,792,0,Self-made male,1,Asia
171,2020,2020,1,1,0,2,2021,2,anatoly-sedykh,1730,1200,Russia,1,1. Resource-related,56,NA,1032,0,Self-made male,0,Asia
171,2023,2023,1,1,0,1,2023,3,anatoly-sedykh,1647,1800,Russia,1,1. Resource-related,59,NA,1800,0,Self-made male,0,Asia
172,2011,2011,1,1,0,3,2013,1,anatoly-skurov,512,2300,Russia,1,1. Resource-related,59,NA,1702,0,Self-made male,0,Asia
173,2013,2013,1,1,0,11,2023,1,anders-holch-povlsen,589,2500,Denmark,0,3. Nontradable,41,NA,1925,0,Inherited male,0,Europe
174,2011,2011,1,1,0,13,2023,1,andre-esteves,376,3000,Brazil,1,4. Financial,43,NA,2220,0,Self-made male,0,South America
175,2019,2019,1,1,0,1,2019,1,andre-kasprzak,2057,1000,Denmark,0,3. Nontradable,33,NA,840,0,Inherited male,0,Europe
175,2021,2021,1,1,0,1,2021,2,andre-kasprzak,2263,1300,Denmark,0,3. Nontradable,35,NA,1144,0,Inherited male,0,Europe
176,2018,2018,1,1,0,6,2023,1,andre-koo-sr,1756,1300,Taiwan,0,4. Financial,51,NA,1079,0,Inherited male,0,Asia
177,2021,2021,1,1,0,1,2021,1,andre-street,1249,2500,Brazil,1,2. New Sector,37,NA,2200,0,Self-made male,0,South America
178,2011,2011,1,1,0,8,2018,1,andrea-della-valle,993,1200,Italy,0,3. Nontradable,46,NA,888,0,Inherited male,0,Europe
179,2014,2014,1,1,0,5,2018,1,andrea-reimann-ciardelli,1565,1000,United States,0,3. Nontradable,57,NA,780,1,Inherited female,0,North America
180,2013,2013,1,1,0,11,2023,1,andreas-halvorsen,1107,1300,Norway,1,4. Financial,52,NA,1001,0,Self-made male,0,Europe
181,2015,2015,1,1,0,1,2015,1,andreas-pohl,1741,1000,Germany,0,4. Financial,51,NA,780,0,Inherited male,0,Europe
181,2018,2018,1,1,0,6,2023,2,andreas-pohl,1756,1300,Germany,0,4. Financial,54,NA,1079,0,Inherited male,0,Europe
182,2010,2010,1,1,0,14,2023,1,andreas-struengmann,237,3800,Germany,1,2. New Sector,60,NA,2736,0,Self-made male,1,Europe
183,2010,2010,1,1,0,14,2023,1,andreas-von-bechtolsheim,488,2000,Germany,1,2. New Sector,55,NA,1440,0,Self-made male,1,Europe
184,2013,2013,1,1,0,2,2014,1,andrei-bokarev,1088,1350,Russia,1,5. Tradable,47,NA,1039.5,0,Self-made male,0,Asia
184,2017,2017,1,1,0,7,2023,2,andrei-bokarev,1234,1700,Russia,1,5. Tradable,51,NA,1377,0,Self-made male,0,Asia
185,2011,2011,1,1,0,1,2011,1,andrei-borodin,1140,1000,Russia,1,4. Financial,44,NA,740,0,Self-made male,0,Asia
186,2011,2011,1,1,0,4,2014,1,andrei-filatov,1057,1100,Russia,1,3. Nontradable,40,NA,814,0,Self-made male,0,Asia
186,2018,2018,1,1,0,2,2019,2,andrei-filatov,1999,1100,Russia,1,3. Nontradable,47,NA,913,0,Self-made male,0,Asia
187,2010,2010,1,1,0,14,2023,1,andrei-guriev-family,536,1900,Russia,1,5. Tradable,50,NA,1368,0,Self-made male,1,Asia
188,2011,2011,1,1,0,4,2014,1,andrei-klyamko,420,2700,Russia,1,1. Resource-related,50,NA,1998,0,Self-made male,0,Asia
189,2011,2011,1,1,0,1,2011,1,andrei-komarov,1140,1000,Russia,1,5. Tradable,45,NA,740,0,Self-made male,0,Asia
189,2021,2021,0,0,0,2,2022,2,andrei-komarov,2378,1200,Russia,1,5. Tradable,55,NA,1056,0,Self-made male,0,Asia
190,2010,2010,1,1,0,14,2023,1,andrei-kosogov,937,1000,Russia,1,1. Resource-related,49,NA,720,0,Self-made male,1,Asia
191,2010,2010,1,1,0,14,2023,1,andrei-kozitsyn,828,1200,Russia,1,1. Resource-related,50,NA,864,0,Self-made male,1,Asia
192,2023,2023,1,1,0,1,2023,1,andrei-krivenko,1434,2100,Russia,1,5. Tradable,48,NA,2100,0,Self-made male,0,Asia
193,2011,2011,1,1,0,1,2011,1,andrei-kuzyaev,1057,1100,Russia,1,2. New Sector,46,NA,814,0,Self-made male,0,Asia
193,2014,2014,1,1,0,1,2014,2,andrei-kuzyaev,1442,1150,Russia,1,2. New Sector,49,NA,897,0,Self-made male,0,Asia
194,2010,2010,1,1,0,5,2014,1,andrei-molchanov,556,1800,Russia,1,5. Tradable,39,NA,1296,0,Self-made male,1,Asia
194,2017,2017,1,1,0,2,2018,2,andrei-molchanov,1567,1300,Russia,1,5. Tradable,46,NA,1053,0,Self-made male,0,Asia
194,2021,2021,1,1,0,1,2021,3,andrei-molchanov,2378,1200,Russia,1,5. Tradable,50,NA,1056,0,Self-made male,0,Asia
194,2023,2023,1,1,0,1,2023,4,andrei-molchanov,2540,1000,Russia,1,5. Tradable,52,NA,1000,0,Self-made male,0,Asia
195,2014,2014,1,1,0,10,2023,1,andrei-rappoport,1465,1100,Russia,1,4. Financial,51,NA,858,0,Self-made male,0,Asia
196,2011,2011,1,1,0,1,2011,1,andrei-rogachev,993,1200,Russia,1,3. Nontradable,47,NA,888,0,Self-made male,0,Asia
197,2010,2010,1,1,0,14,2023,1,andrei-skoch-family,721,1400,Russia,1,1. Resource-related,44,NA,1008,0,Self-made male,1,Asia
198,2010,2010,1,1,0,14,2023,1,andrej-babis,937,1000,Czech Republic,1,5. Tradable,56,NA,720,0,Self-made male,1,Europe
199,2022,2022,0,0,0,1,2022,1,andres-bzurovski-bay,1929,1500,Uruguay,1,4. Financial,45,NA,1425,0,Self-made male,0,South America
200,2015,2015,1,1,0,9,2023,1,andres-santo-domingo,369,4400,United States,0,5. Tradable,37,NA,3432,0,Inherited male,0,North America
201,2010,2010,1,1,0,14,2023,1,andrew-beal,176,4500,United States,1,4. Financial,58,NA,3240,0,Self-made male,1,North America
202,2016,2016,1,1,0,8,2023,1,andrew-currie,1011,1800,United Kingdom,1,5. Tradable,61,NA,1422,0,Self-made male,0,Europe
203,2010,2010,1,1,0,14,2023,1,andrew-forrest,208,4100,Australia,1,1. Resource-related,49,NA,2952,0,Self-made male,1,Oceania
204,2013,2013,0,1,1,2,2014,1,andrew-gotianun,1175,1200,Philippines,1,6. Diversified / Other,86,NA,924,0,Self-made male,0,Asia
205,2022,2022,0,0,0,1,2022,1,andrew-karam,2448,1100,United States,1,3. Nontradable,40,NA,1045,0,Self-made male,0,North America
206,2021,2021,1,1,0,1,2021,1,andrew-paradise,1362,2300,United States,1,3. Nontradable,39,NA,2024,0,Self-made male,0,North America
208,2011,2011,1,1,0,13,2023,1,andrew-tan,540,2200,Philippines,1,6. Diversified / Other,59,NA,1628,0,Self-made male,0,Asia
209,2018,2018,1,1,0,6,2023,1,andrey-andreev,1561,1500,United Kingdom,1,2. New Sector,44,NA,1245,0,Self-made male,0,Europe
210,2021,2021,1,1,0,1,2021,1,andrey-blokh,1664,1900,Russia,1,5. Tradable,57,NA,1672,0,Self-made male,0,Asia
211,2010,2010,1,1,0,14,2023,1,andrey-melnichenko,189,4400,Russia,1,1. Resource-related,38,NA,3168,0,Self-made male,1,Asia
212,2011,2011,1,1,0,3,2013,1,andrey-verevskiy,1057,1100,Ukraine,1,5. Tradable,37,NA,814,0,Self-made male,0,Europe
213,2021,2021,0,0,0,2,2022,1,andy-fang,1580,2000,United States,1,2. New Sector,29,NA,1760,0,Self-made male,0,North America
214,2014,2014,1,1,0,2,2015,1,aneel-bhusri,1284,1300,United States,1,2. New Sector,48,NA,1014,0,Self-made male,0,North America
214,2017,2017,1,1,0,7,2023,2,aneel-bhusri,1567,1300,United States,1,2. New Sector,51,NA,1053,0,Self-made male,0,North America
215,2012,2012,1,1,0,1,2012,1,angela-bennett,546,2300,Australia,0,1. Resource-related,68,NA,1748,1,Inherited female,0,Oceania
215,2014,2014,1,1,0,1,2014,2,angela-bennett,1565,1000,Australia,0,1. Resource-related,70,NA,780,1,Inherited female,0,Oceania
215,2017,2017,1,1,0,7,2023,3,angela-bennett,1468,1400,Australia,0,1. Resource-related,73,NA,1134,1,Inherited female,0,Oceania
216,2011,2011,1,1,0,13,2023,1,angela-leong,1057,1100,Hong Kong,0,4. Financial,50,NA,814,1,Inherited female,0,Asia
217,2010,2010,0,0,0,13,2022,1,anil-agarwal,113,6400,India,1,1. Resource-related,57,NA,4608,0,Self-made male,1,Asia
218,2010,2010,1,1,0,10,2019,1,anil-ambani,36,13700,India,0,6. Diversified / Other,51,NA,9864,0,Inherited male,1,Asia
219,2011,2011,1,1,0,13,2023,1,anita-zucker,692,1800,United States,0,5. Tradable,59,NA,1332,1,Inherited female,0,North America
220,2010,2010,1,1,0,14,2023,1,ann-walton-kroenke,297,3200,United States,0,3. Nontradable,62,NA,2304,1,Inherited female,1,North America
221,2019,2019,1,1,0,1,2019,1,anna-kasprzak,2057,1000,Denmark,0,3. Nontradable,30,NA,840,1,Inherited female,0,Europe
221,2021,2021,1,1,0,1,2021,2,anna-kasprzak,2263,1300,Denmark,0,3. Nontradable,32,NA,1144,1,Inherited female,0,Europe
222,2020,2020,1,1,0,4,2023,1,anna-katharina-viessmann,1613,1300,Germany,0,5. Tradable,63.16475645,63.16475645,1118,1,Inherited female,0,Europe
223,2016,2016,1,1,0,8,2023,1,anna-maria-braun,1476,1200,Germany,0,2. New Sector,37,NA,948,1,Inherited female,0,Europe
224,2023,2023,1,1,0,1,2023,1,annalisa-doris,2133,1300,Italy,0,4. Financial,53,NA,1300,1,Inherited female,0,Europe
225,2014,2014,1,1,0,10,2023,1,anne-beaufour,1565,1000,France,0,2. New Sector,51,NA,780,1,Inherited female,0,Europe
226,2010,2010,0,1,1,6,2015,1,anne-cox-chambers,64,10000,United States,0,3. Nontradable,91,NA,7200,1,Inherited female,1,North America
227,2013,2013,1,1,0,7,2019,1,anne-gittinger,1175,1200,United States,0,3. Nontradable,77,NA,924,1,Inherited female,0,North America
227,2021,2021,1,1,0,1,2021,2,anne-gittinger,2524,1100,United States,0,3. Nontradable,85,NA,968,1,Inherited female,0,North America
228,2023,2023,1,1,0,1,2023,1,anne-marie-see-pastor,1905,1500,Peru,0,4. Financial,63.16475645,63.16475645,1500,1,Inherited female,0,South America
229,2021,2021,1,1,0,3,2023,1,anne-werninghaus,2524,1100,Brazil,0,5. Tradable,35,NA,968,1,Inherited female,0,South America
230,2023,2023,1,1,0,1,2023,1,annette-lerner,390,6500,United States,0,4. Financial,93,NA,6500,1,Inherited female,0,North America
231,2012,2012,1,1,0,12,2023,1,anthony-bamford,578,2200,United Kingdom,0,5. Tradable,67,NA,1672,0,Inherited male,0,Europe
232,2022,2022,1,1,0,2,2023,1,anthony-casalena,2190,1300,United States,1,2. New Sector,40,NA,1235,0,Self-made male,0,North America
233,2021,2021,1,1,0,1,2021,1,anthony-eisen,1750,1800,Australia,1,4. Financial,50,NA,1584,0,Self-made male,0,Oceania
234,2023,2023,1,1,0,1,2023,1,anthony-hall,2259,1200,Australia,1,2. New Sector,68,NA,1200,0,Self-made male,0,Oceania
235,2021,2021,1,1,0,1,2021,1,anthony-hsieh,1205,2600,United States,1,4. Financial,56,NA,2288,0,Self-made male,0,North America
236,2016,2016,1,1,0,8,2023,1,anthony-langley,1577,1100,United Kingdom,1,6. Diversified / Other,62,NA,869,0,Self-made male,0,Europe
237,2014,2014,1,1,0,10,2023,1,anthony-pratt,551,3000,Australia,0,5. Tradable,54,NA,2340,0,Inherited male,0,Oceania
238,2010,2010,1,1,0,14,2023,1,anthony-pritzker,721,1400,United States,0,3. Nontradable,49,NA,1008,0,Inherited male,1,North America
239,2020,2020,1,1,0,4,2023,1,anthony-von-mandl,590,3300,Canada,1,5. Tradable,70,NA,2838,0,Self-made male,0,North America
240,2019,2019,1,1,0,5,2023,1,anthony-wood,1941,1100,United States,1,2. New Sector,54,NA,924,0,Self-made male,0,North America
241,2014,2014,1,1,0,3,2016,1,anton-kathrein-jr,1270,1350,Germany,0,5. Tradable,30,NA,1053,0,Inherited male,0,Europe
241,2018,2018,1,1,0,1,2018,2,anton-kathrein-jr,2124,1000,Germany,0,5. Tradable,34,NA,830,0,Inherited male,0,Europe
242,2018,2018,1,1,0,2,2019,1,anton-rabie,1756,1300,Canada,1,5. Tradable,46,NA,1079,0,Self-made male,0,North America
242,2021,2021,0,0,0,2,2022,2,anton-rabie,2674,1000,Canada,1,5. Tradable,49,NA,880,0,Self-made male,0,North America
243,2010,2010,1,1,0,2,2011,1,anton-schlecker,297,3200,Germany,1,3. Nontradable,66,NA,2304,0,Self-made male,1,Europe
244,2010,2010,1,1,0,14,2023,1,antonia-axson-johnson,123,6000,Sweden,0,6. Diversified / Other,67,NA,4320,1,Inherited female,1,Europe
245,2014,2014,1,1,0,10,2023,1,antonio-del-valle-ruiz,281,5000,Mexico,1,5. Tradable,76,NA,3900,0,Self-made male,0,North America
246,2010,2010,0,1,1,5,2014,1,antonio-ermirio-de-moraes,316,3000,Brazil,0,6. Diversified / Other,82,NA,2160,0,Inherited male,1,South America
247,2019,2019,1,1,0,1,2019,1,antonio-gallardo-ballart,1818,1200,Spain,0,2. New Sector,83,NA,1008,0,Inherited male,0,Europe
247,2021,2021,0,0,0,2,2022,2,antonio-gallardo-ballart,2524,1100,Spain,0,2. New Sector,85,NA,968,0,Inherited male,0,Europe
248,2012,2012,1,1,0,2,2013,1,antonio-jose-carneiro,1075,1100,Brazil,1,1. Resource-related,70,NA,836,0,Self-made male,0,South America
249,2010,2010,1,1,0,6,2015,1,antonio-luiz-seabra,437,2200,Brazil,1,3. Nontradable,67,NA,1584,0,Self-made male,1,South America
249,2017,2017,1,1,0,7,2023,2,antonio-luiz-seabra,1567,1300,Brazil,1,3. Nontradable,74,NA,1053,0,Self-made male,0,South America
250,2021,2021,1,1,0,1,2021,1,antonio-marcegaglia,2141,1400,Italy,0,1. Resource-related,58,NA,1232,0,Inherited male,0,Europe
251,2020,2020,1,1,0,4,2023,1,antonio-percassi,1990,1000,Italy,1,6. Diversified / Other,67,NA,860,0,Self-made male,0,Europe
252,2015,2015,1,1,0,9,2023,1,antony-ressler,1250,1500,United States,1,4. Financial,55,NA,1170,0,Self-made male,0,North America
253,2015,2015,1,1,0,9,2023,1,antti-aarnio-wihuri,1741,1000,Finland,0,6. Diversified / Other,75,NA,780,0,Inherited male,0,Europe
254,2010,2010,1,1,0,14,2023,1,antti-herlin,773,1300,Finland,0,5. Tradable,54,NA,936,0,Inherited male,1,Europe
255,2011,2011,1,1,0,1,2011,1,anu-aga,1140,1000,India,0,5. Tradable,69,NA,740,1,Inherited female,0,Asia
255,2015,2015,1,1,0,1,2015,2,anu-aga,1312,1450,India,0,5. Tradable,73,NA,1131,1,Inherited female,0,Asia
255,2018,2018,1,1,0,2,2019,3,anu-aga,1650,1400,India,0,5. Tradable,76,NA,1162,1,Inherited female,0,Asia
255,2021,2021,1,1,0,3,2023,4,anu-aga,2141,1400,India,0,5. Tradable,79,NA,1232,1,Inherited female,0,Asia
256,2018,2018,1,1,0,2,2019,1,anurang-jain-1,1561,1500,India,1,5. Tradable,56,NA,1245,0,Self-made male,0,Asia
256,2021,2021,1,1,0,3,2023,2,anurang-jain-1,1833,1700,India,1,5. Tradable,59,NA,1496,0,Self-made male,0,Asia
257,2016,2016,1,1,0,2,2017,1,ao-xiaoqiang,1476,1200,China,1,5. Tradable,52,NA,948,0,Self-made male,0,Asia
258,2021,2021,1,1,0,3,2023,1,apoorva-mehta,859,3500,Canada,1,2. New Sector,35,NA,3080,0,Self-made male,0,North America
259,2010,2010,1,1,0,12,2021,1,aras-agalarov,880,1100,Russia,1,3. Nontradable,55,NA,792,0,Self-made male,1,Asia
260,2010,2010,1,1,0,14,2023,1,archie-aldis-emmerson,421,2300,United States,1,5. Tradable,81,NA,1656,0,Self-made male,1,North America
261,2017,2017,1,1,0,7,2023,1,archie-hwang,1678,1200,Taiwan,1,2. New Sector,65,NA,972,0,Self-made male,0,Asia
262,2012,2012,1,1,0,4,2015,1,aristotelis-mistakidis,418,2800,Greece,1,1. Resource-related,51,NA,2128,0,Self-made male,0,Europe
262,2017,2017,1,1,0,7,2023,2,aristotelis-mistakidis,973,2100,Greece,1,1. Resource-related,56,NA,1701,0,Self-made male,0,Europe
263,2011,2011,1,1,0,13,2023,1,arkady-rotenberg,1057,1100,Russia,1,5. Tradable,60,NA,814,0,Self-made male,0,Asia
264,2013,2013,1,1,0,2,2014,1,arkady-volozh,1250,1150,Russia,1,2. New Sector,49,NA,885.5,0,Self-made male,0,Asia
264,2017,2017,1,1,0,5,2021,2,arkady-volozh,1795,1100,Russia,1,2. New Sector,53,NA,891,0,Self-made male,0,Asia
264,2023,2023,1,1,0,1,2023,3,arkady-volozh,2405,1100,Russia,1,2. New Sector,59,NA,1100,0,Self-made male,0,Asia
265,2010,2010,0,1,1,11,2020,1,arne-wilhelmsen,655,1500,Norway,0,3. Nontradable,81,NA,1080,0,Inherited male,1,Europe
266,2017,2017,0,1,1,1,2017,1,arnold-clark,1795,1100,United Kingdom,1,5. Tradable,90,NA,891,0,Self-made male,0,Europe
267,2010,2010,1,1,0,14,2023,1,arnon-milchan,249,3600,Israel,1,3. Nontradable,66,NA,2592,0,Self-made male,1,Asia
268,2019,2019,1,1,0,5,2023,1,arnout-schuijff,1605,1400,Netherlands,1,2. New Sector,52,NA,1176,0,Self-made male,0,Europe
269,2022,2022,1,1,0,2,2023,1,art-levinson,2076,1400,United States,1,6. Diversified / Other,72,NA,1330,0,Self-made male,0,North America
270,2021,2021,1,1,0,1,2021,1,artem-khachatryan,986,3100,Russia,1,3. Nontradable,46,NA,2728,0,Self-made male,0,Asia
270,2023,2023,1,1,0,1,2023,2,artem-khachatryan,1434,2100,Russia,1,3. Nontradable,48,NA,2100,0,Self-made male,0,Asia
271,2010,2010,1,1,0,14,2023,1,arthur-blank,773,1300,United States,1,3. Nontradable,68,NA,936,0,Self-made male,1,North America
272,2023,2023,1,1,0,1,2023,1,arthur-dantchik,317,7200,United States,1,4. Financial,66,NA,7200,0,Self-made male,0,North America
273,2014,2014,1,1,0,10,2023,1,arthur-irving,256,5500,Canada,0,1. Resource-related,84,NA,4290,0,Inherited male,0,North America
274,2015,2015,1,1,0,1,2015,1,arthur-xiaobo-hong,1500,1250,China,1,3. Nontradable,43,NA,975,0,Self-made male,0,Asia
274,2021,2021,1,1,0,1,2021,2,arthur-xiaobo-hong,1517,2100,China,1,3. Nontradable,49,NA,1848,0,Self-made male,0,Asia
275,2010,2010,1,1,0,2,2011,1,arturo-moreno,937,1000,United States,1,3. Nontradable,64,NA,720,0,Self-made male,1,North America
275,2013,2013,1,1,0,11,2023,2,arturo-moreno,1250,1150,United States,1,3. Nontradable,67,NA,885.5,0,Self-made male,0,North America
276,2021,2021,1,1,0,3,2023,1,arun-bharat-ram,1750,1800,India,0,5. Tradable,81,NA,1584,0,Inherited male,0,Asia
277,2021,2021,1,1,0,3,2023,1,arvind-lal,2035,1500,India,0,2. New Sector,72,NA,1320,0,Inherited male,0,Asia
278,2018,2018,1,1,0,6,2023,1,arvind-poddar,1215,2000,India,0,5. Tradable,61,NA,1660,0,Inherited male,0,Asia
279,2017,2017,1,1,0,7,2023,1,arvind-tiku,1161,1800,India,1,1. Resource-related,47,NA,1458,0,Self-made male,0,Asia
280,2022,2022,0,0,0,1,2022,1,ashok-boob-1,2324,1200,India,1,5. Tradable,70,NA,1140,0,Self-made male,0,Asia
281,2021,2021,1,1,0,1,2021,1,ashok-kajaria,2674,1000,India,1,5. Tradable,74,NA,880,0,Self-made male,0,Asia
281,2023,2023,1,1,0,1,2023,2,ashok-kajaria,2540,1000,India,1,5. Tradable,76,NA,1000,0,Self-made male,0,Asia
282,2022,2022,0,0,0,1,2022,1,ashok-soota,2448,1100,India,1,2. New Sector,80,NA,1045,0,Self-made male,0,Asia
283,2011,2011,1,1,0,13,2023,1,ashwin-dani,1140,1000,India,0,5. Tradable,69,NA,740,0,Inherited male,0,Asia
284,2023,2023,1,1,0,1,2023,1,ashwin-desai,2259,1200,India,1,5. Tradable,72,NA,1200,0,Self-made male,0,Asia
285,2013,2013,1,1,0,11,2023,1,asok-kumar-hiranandani,1342,1000,Singapore,0,4. Financial,59,NA,770,0,Inherited male,0,Asia
286,2023,2023,1,1,0,1,2023,1,atul-ruia,2259,1200,India,0,4. Financial,52,NA,1200,0,Inherited male,0,Asia
287,2010,2010,0,1,1,3,2012,1,aubrey-mcclendon,937,1000,United States,1,1. Resource-related,63.73740777,63.73740777,720,0,Self-made male,1,North America
288,2014,2014,1,1,0,8,2021,1,august-oetker,1078,1650,Germany,0,3. Nontradable,69,NA,1287,0,Inherited male,0,Europe
289,2021,2021,1,1,0,3,2023,1,august-troendle,2035,1500,United States,1,2. New Sector,65,NA,1320,0,Self-made male,0,North America
290,2010,2010,0,1,1,12,2021,1,august-von-finck,99,7300,Germany,0,4. Financial,80,NA,5256,0,Inherited male,1,Europe
291,2023,2023,1,1,0,1,2023,1,augusto-perfetti,1312,2300,Italy,0,5. Tradable,66.51573369,66.51573369,2300,0,Inherited male,0,Europe
292,2010,2010,1,1,0,14,2023,1,austen-cargill-ii,582,1700,United States,0,5. Tradable,59,NA,1224,0,Inherited male,1,North America
293,2010,2010,1,1,0,3,2012,1,austin-hearst,655,1500,United States,0,3. Nontradable,58,NA,1080,0,Inherited male,1,North America
294,2021,2021,0,0,0,2,2022,1,austin-russell,1299,2400,United States,1,5. Tradable,26,NA,2112,0,Self-made male,0,North America
295,2022,2022,1,1,0,2,2023,1,autry-stephens,552,5000,United States,1,1. Resource-related,84,NA,4750,0,Self-made male,0,North America
296,2010,2010,1,1,0,14,2023,1,axel-oberwelland,582,1700,Germany,0,5. Tradable,43,NA,1224,0,Inherited male,1,Europe
297,2017,2017,1,1,0,7,2023,1,axel-stawski,1940,1000,United States,1,4. Financial,67,NA,810,0,Self-made male,0,North America
298,2010,2010,1,1,0,6,2015,1,aydin-dogan,937,1000,Turkey,1,3. Nontradable,74,NA,720,0,Self-made male,1,Asia
298,2020,2020,1,1,0,4,2023,2,aydin-dogan,1990,1000,Turkey,1,3. Nontradable,84,NA,860,0,Self-made male,0,Asia
299,2018,2018,1,1,0,2,2019,1,ayhan-tosyali,1756,1300,Turkey,1,1. Resource-related,54,NA,1079,0,Self-made male,0,Asia
300,2011,2011,1,1,0,7,2017,1,ayman-asfari,736,1700,United Kingdom,1,1. Resource-related,53,NA,1258,0,Self-made male,0,Europe
301,2010,2010,1,1,0,7,2016,1,ayman-hariri,721,1400,Saudi Arabia,0,5. Tradable,32,NA,1008,0,Inherited male,1,Africa
301,2018,2018,1,1,0,6,2023,2,ayman-hariri,1756,1300,Lebanon,0,5. Tradable,40,NA,1079,0,Inherited male,0,Africa
302,2015,2015,1,1,0,3,2017,1,azad-moopen,1638,1100,India,1,2. New Sector,62,NA,858,0,Self-made male,0,Asia
303,2010,2010,1,1,0,14,2023,1,azim-premji,28,17000,India,0,2. New Sector,65,NA,12240,0,Inherited male,1,Asia
304,2014,2014,1,1,0,10,2023,1,aziz-akhannouch,1210,1400,Morocco,0,6. Diversified / Other,53,NA,1092,0,Inherited male,0,Africa
305,2010,2010,0,1,1,12,2021,1,b-wayne-hughes,232,3900,United States,1,3. Nontradable,77,NA,2808,0,Self-made male,1,North America
306,2015,2015,1,1,0,9,2023,1,b-wayne-hughes-jr,1415,1300,United States,0,4. Financial,56,NA,1014,0,Inherited male,0,North America
307,2010,2010,1,1,0,2,2011,1,baba-kalyani,582,1700,India,0,5. Tradable,61,NA,1224,0,Inherited male,1,Asia
307,2013,2013,1,1,0,11,2023,2,baba-kalyani,1175,1200,India,0,5. Tradable,64,NA,924,0,Inherited male,0,Asia
